NAME_NICKNAME,RECORD,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Christian Morecraft_,7/3/2000,"6' 6""",260 lbs.,"81""",Orthodox,8-Sep-86,2.82,34%,2.46,46%,3.26,66%,50%,2.2,http://www.fightmetric.com/fighter-details/80779d7441af1b52
Joe Martin_,6/8/2000,"5' 9""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/325550dab63fb25a
Hyun Gyu Lim_The Ace,13-7-1,"6' 3""",170 lbs.,"77""",Orthodox,16-Jan-85,4.45,41%,5.07,51%,0.23,100%,73%,0.2,http://www.fightmetric.com/fighter-details/203c957eac95dd87
Vinny Magalhaes_Pezao,11-7-0 (1 NC),"6' 3""",205 lbs.,"79""",Orthodox,2-Jul-84,2.14,24%,3.97,68%,1.55,44%,66%,0.8,http://www.fightmetric.com/fighter-details/88a9bc81271ccd89
Edwin Figueroa_El Feroz,9/4/2000,"5' 7""",135 lbs.,"69""",Orthodox,31-Jul-84,2.57,39%,3.06,51%,0.2,100%,37%,0.6,http://www.fightmetric.com/fighter-details/bbfca6d5c27d9cd8
Bao Quach_,18-10-1,"5' 3""",145 lbs.,--,Orthodox,4-Sep-79,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/d365ee924f5cc3fc
Kyle Levinton_,0-3-0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/81ddc98fceb30086
Chel Erwin-Davis_The First Sun,2/1/2000,"6' 0""",170 lbs.,--,,--,4.06,54%,1.13,61%,4.25,100%,50%,1.4,http://www.fightmetric.com/fighter-details/c26ea30823f37316
Besam Yousef_,6/2/2000,"5' 11""",170 lbs.,"71""",Orthodox,25-Mar-85,3.14,53%,3.98,38%,1.33,66%,50%,0,http://www.fightmetric.com/fighter-details/98ec9f385cca47fc
Henrique da Silva_Frankenstein,12/4/2000,"6' 3""",205 lbs.,"76""",Orthodox,1-Sep-89,4,56%,5.24,42%,0.33,25%,25%,0.3,http://www.fightmetric.com/fighter-details/b0bd0c5425668b8f
Lance Gibson_Fearless,4/5/2000,"5' 9""",185 lbs.,--,Orthodox,20-Nov-70,1.21,75%,6.44,20%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/63eedfcc73071d41
Alex Torres_Rolo,2/2/2000,"5' 10""",145 lbs.,"70""",Orthodox,29-May-88,2.47,37%,2.73,69%,2,22%,50%,0,http://www.fightmetric.com/fighter-details/e4e0f310b3cf23a8
Enrique Marin_Wasabi,9/4/2000,"5' 10""",170 lbs.,"74""",,2-Sep-86,1.43,33%,3,50%,2.5,38%,60%,1,http://www.fightmetric.com/fighter-details/23a6e307077c6ccc
Alberto Crane_,15-5-0,"5' 5""",155 lbs.,--,Orthodox,14-Jul-76,0.43,25%,2.61,57%,0,0%,50%,4,http://www.fightmetric.com/fighter-details/25433871e4eee0f4
Andrew Valladerez_,2/4/2000,--,135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2a898bf9fb7710b3
Eduardo Pamplona_,15-3-0,"5' 11""",170 lbs.,--,,20-Feb-73,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f31c0905045fa100
Aiemann Zahabi_,7/1/2000,"5' 8""",135 lbs.,"68""",Orthodox,19-Nov-87,3.34,41%,3.93,62%,0,0%,72%,0,http://www.fightmetric.com/fighter-details/24656ef4d605c96f
Falaniko Vitale_Niko,29-10-0,"5' 10""",185 lbs.,--,Orthodox,14-Jul-74,1.88,49%,3.68,47%,0.72,33%,86%,0,http://www.fightmetric.com/fighter-details/445a98acb8985970
Darrill Schoonover_The Boss,11/5/2000,"6' 2""",220 lbs.,--,Orthodox,18-Jul-85,1.2,33%,4.35,38%,0,0%,50%,1.1,http://www.fightmetric.com/fighter-details/5a558ba1ff5e9121
Stephen Banaszak_,5/5/2000,"6' 0""",145 lbs.,--,,7-Dec-90,4.2,47%,1.15,66%,0,0%,100%,1.9,http://www.fightmetric.com/fighter-details/4c4b44e3cf5815b3
Joe Vedepo_The Doctor,11/5/2000,"6' 0""",185 lbs.,--,Orthodox,--,1.43,42%,5.71,38%,1.07,20%,0%,0,http://www.fightmetric.com/fighter-details/d35c3ed553b71fa2
Matthew Lopez_,10/2/2000,"5' 7""",135 lbs.,"69""",Southpaw,21-Jan-87,2.74,50%,3.02,56%,2.72,66%,60%,1,http://www.fightmetric.com/fighter-details/2fc7e9701642ca38
Kyoji Horiguchi_,18-2-0,"5' 5""",125 lbs.,"66""",Orthodox,12-Oct-90,3.6,45%,2.45,62%,2,44%,55%,0,http://www.fightmetric.com/fighter-details/98aa60cf58071fd6
Javi Alanis_,0-3-0,"5' 6""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2144954270be834d
Calvin Kattar_The Boston Finisher,17-2-0,"5' 11""",145 lbs.,"72""",Orthodox,26-Mar-88,5,46%,4.87,63%,2,66%,100%,0,http://www.fightmetric.com/fighter-details/751de04455cfaac0
Yoko Takahashi_,15-12-2,"5' 8""",150 lbs.,--,,20-Apr-73,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/01f86e2d604e2f3c
Brooke Mayo_The Bully,0-1-0,"5' 7""",125 lbs.,--,,--,1.92,34%,3.2,63%,3.2,60%,0%,2.1,http://www.fightmetric.com/fighter-details/1b41c21d947d6f2f
Godofredo Pepey_,14-5-0,"5' 7""",145 lbs.,"73""",Orthodox,2-Jul-87,2.34,38%,3.19,46%,0.38,7%,35%,1.5,http://www.fightmetric.com/fighter-details/fa37628269132d1a
Laverne Clark_,27-19-1,"5' 11""",170 lbs.,--,Orthodox,2-Dec-73,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/1c2f2571b18791b6
James Terry_Intensity,16-8-0,"5' 10""",170 lbs.,--,Orthodox,16-Mar-81,3.23,32%,4.77,64%,3.31,36%,75%,0,http://www.fightmetric.com/fighter-details/5befa793316d3469
Travis Calanoc_The Dark Knight,5/1/2000,"5' 8""",145 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/90d28fee0af74f2d
Dong Hyun Kim_Stun Gun,22-4-1 (1 NC),"6' 2""",170 lbs.,"76""",Southpaw,17-Nov-81,2.12,49%,1.89,58%,2.93,43%,71%,0.6,http://www.fightmetric.com/fighter-details/9bcf8603ceb25680
Shingo Kohara_,1-0-0,"5' 6""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/44c233770075cea1
Colton Smith_,6/4/2000,"6' 0""",155 lbs.,"71""",Orthodox,14-Aug-87,1.64,41%,2.3,51%,4.09,36%,25%,1.4,http://www.fightmetric.com/fighter-details/2e25c1d983c26311
Carla Esparza_Cookie Monster,14-4-0,"5' 1""",115 lbs.,"63""",,10-Oct-87,2.4,37%,2.86,58%,4.27,35%,77%,0.6,http://www.fightmetric.com/fighter-details/d910665038efc639
Carter Williams_The Beast,4/4/2000,"6' 1""",265 lbs.,--,Orthodox,--,1.55,36%,2.32,58%,2.9,33%,100%,0,http://www.fightmetric.com/fighter-details/b8e2f10efb6eca85
Aaron Miller_Blood Spiller,14-10-0 (1 NC),"5' 9""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a4d055f1435d6d75
Mark Weir_The Wizard,20-18-1,"6' 2""",185 lbs.,--,Southpaw,19-Sep-67,1.54,56%,2.5,38%,0.8,50%,25%,2.4,http://www.fightmetric.com/fighter-details/9ccdd2ce45903f34
Seth Baczynski_The Polish Pistola,18-11-0,"6' 3""",170 lbs.,"74""",Orthodox,26-Oct-81,3.08,31%,3.14,51%,0.89,16%,48%,0.8,http://www.fightmetric.com/fighter-details/fd5b6598a3b70c0a
Egidijus Valavicius_,20-9-0,"6' 0""",200 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/fc1868f56d3036eb
Marius Zaromskis_The Whitemare,15-7-0 (1 NC),"5' 9""",170 lbs.,--,Orthodox,30-Jul-80,5.02,34%,5.93,50%,0.73,42%,73%,0,http://www.fightmetric.com/fighter-details/abcf7e55a0a9ed89
Ken Kaneko_,0-3-0,"6' 0""",161 lbs.,--,Orthodox,--,0,0%,0.94,42%,0,0%,0%,3.5,http://www.fightmetric.com/fighter-details/5345f86680378fc1
Carlos Barreto_,14-9-0,"6' 4""",230 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a220be6d41d6f97d
Ricky Legere Jr._IE Bad Boy,14-4-0,"5' 8""",170 lbs.,--,,--,1.07,41%,1.53,60%,5,41%,0%,0,http://www.fightmetric.com/fighter-details/5817df778cc27274
Takayo Hashi_,13-4-1,"5' 4""",135 lbs.,--,Orthodox,2-Oct-77,2.84,26%,6.56,61%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/ae4343d29c68e9d0
Leiticia Pestova_,0-2-0,"5' 6""",135 lbs.,--,Orthodox,15-Jan-84,0,0%,24.62,44%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f3743d8ef5dde970
Adrian Serrano_,56-29-4,"5' 8""",170 lbs.,--,,23-Dec-63,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/e7ec11096eac0282
Garreth McLellan_Soldier Boy,13-6-0,"6' 1""",185 lbs.,"72""",Southpaw,1-Sep-82,3.56,54%,2.94,45%,1.15,22%,34%,0.9,http://www.fightmetric.com/fighter-details/f215cfbd4ba3c270
Jeremiah Labiano_The Kid,11/5/2000,"5' 10""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/4fe1d105af549845
Daniel Spohn_Dragon,15-6-0,"6' 4""",205 lbs.,"79""",Southpaw,12-Oct-84,2.42,49%,1.6,53%,0,0%,28%,2.5,http://www.fightmetric.com/fighter-details/87f3bbf52e6c9dc9
Andre Santos_Chatuba,38-10-0,"6' 0""",170 lbs.,--,,--,2.77,34%,4.17,41%,2.5,29%,75%,0,http://www.fightmetric.com/fighter-details/5b5b78116d1fc3eb
Pat Miletich_The Croatian Sensation,29-7-2,"5' 10""",170 lbs.,--,Orthodox,9-Mar-68,1.79,45%,1.66,63%,1.96,100%,54%,1,http://www.fightmetric.com/fighter-details/cedfdf8d423d500c
Sultan Aliev_,14-2-0,"5' 11""",170 lbs.,"74""",Orthodox,17-Sep-84,1.3,57%,2.03,58%,1.69,66%,100%,0,http://www.fightmetric.com/fighter-details/e70de1859b7ee78e
Andre Gusmao_,6/3/2000,"6' 0""",205 lbs.,--,Orthodox,19-May-77,2.79,43%,3.28,60%,0,0%,60%,0,http://www.fightmetric.com/fighter-details/cc300e9aa3063431
Marvin Vettori_The Italian Dream,12/3/2001,"6' 0""",185 lbs.,"74""",Southpaw,20-Sep-93,3.52,42%,2.71,68%,1.52,50%,72%,1.2,http://www.fightmetric.com/fighter-details/7acbb0972e75281a
Scott Ventimiglia_Meant to Kill Ya,14-6-1,"5' 11""",185 lbs.,--,,17-Nov-72,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/6e62bb64f7cc5026
Bobby Voelker_Vicious,24-12-0,"6' 0""",170 lbs.,"75""",Orthodox,26-Apr-79,4.01,35%,5.84,42%,1.04,50%,66%,0,http://www.fightmetric.com/fighter-details/fb8a3025ae722e64
Jared Rollins_J-Roc,8/4/2000,"5' 9""",170 lbs.,--,Orthodox,26-Jan-77,3.33,57%,2.41,39%,2.5,50%,50%,1.2,http://www.fightmetric.com/fighter-details/c4b6099f0d25f75e
Bobby Stack_,8/2/2000,"5' 9""",155 lbs.,--,Orthodox,--,1,20%,2.89,34%,7.48,45%,100%,0,http://www.fightmetric.com/fighter-details/6436029b50a9c255
Marlon Sims_,3/4/2000,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/9eedac48b497de5a
Justin Willis_Big Pretty,6/1/2000,"6' 1""",264 lbs.,"78""",Southpaw,19-Jul-87,4.22,54%,2.91,66%,2.56,75%,0%,0,http://www.fightmetric.com/fighter-details/ce1e867808ef5fce
Jorge Masvidal_Gamebred,32-13-0,"5' 11""",170 lbs.,"74""",Orthodox,12-Nov-84,4.15,46%,2.96,67%,1.73,58%,78%,0.4,http://www.fightmetric.com/fighter-details/47b9e0e7703a4868
Brad Gumm_,10-6-1 (1 NC),"5' 11""",170 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/4d74641fac830182
Chris Camozzi_,24-13-0,"6' 2""",185 lbs.,"76""",Orthodox,20-Nov-86,3.57,44%,2.96,56%,0.27,19%,57%,0.5,http://www.fightmetric.com/fighter-details/6c2030e0a143a94b
Nikk Covert_The Brick,3/4/2000,"5' 8""",185 lbs.,--,,4-Aug-69,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/400c7b43c86d27d3
Brett Rogers_The Grim,11-4-0 (1 NC),"6' 5""",265 lbs.,"81""",Orthodox,17-Feb-81,3.17,44%,3.2,46%,0,0%,58%,0,http://www.fightmetric.com/fighter-details/9141bb39310773c7
Nik Lentz_The Carny,30-8-2 (1 NC),"5' 8""",155 lbs.,"68""",Orthodox,13-Aug-84,3.16,48%,2.93,47%,3.68,36%,44%,1.4,http://www.fightmetric.com/fighter-details/6fb1ba67bef41b37
Jamie Pickett_,7/2/2000,"6' 2""",185 lbs.,"80""",Southpaw,29-Aug-88,1.02,41%,2.64,45%,6.1,40%,0%,0,http://www.fightmetric.com/fighter-details/830f60497fab345a
Rodrigo Gracie_,6/2/2001,"6' 0""",183 lbs.,--,Orthodox,11-Apr-75,1.34,51%,0.86,46%,1.49,50%,75%,0.4,http://www.fightmetric.com/fighter-details/36877f0e62b25b96
Doug Evans_,13-9-0,"5' 9""",155 lbs.,--,Orthodox,10-Oct-80,1.79,35%,2.55,55%,3.19,83%,69%,0.6,http://www.fightmetric.com/fighter-details/d3de4a24f7eefac8
Houston Dorr_,1/2/2000,"6' 1""",210 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/312f47c3d2f83ffa
Greg Stott_Ranger,0-1-0,"5' 7""",220 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/91181b29be041f1c
John Dixson_Big John,15-22-0,"6' 0""",275 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/ad4e9055bf8cd04d
Shungo Oyama_,10/13/2000,"5' 11""",185 lbs.,--,Southpaw,11-Apr-74,0.64,25%,1.96,57%,1.07,57%,62%,0.5,http://www.fightmetric.com/fighter-details/47b7e4e60813b7b2
Matt Ramirez_The Machine,2/3/2000,"5' 5""",125 lbs.,--,,--,3.03,50%,0.67,75%,2.53,16%,100%,0,http://www.fightmetric.com/fighter-details/96c05ba5ab9eccaf
Arlene Blencowe_Angerfist,9/6/2000,"5' 5""",145 lbs.,--,,11-Apr-83,2.31,43%,2.1,43%,0,0%,55%,0.6,http://www.fightmetric.com/fighter-details/35d6337320a4ae48
Tim Means_The Dirty Bird,27-9-1 (1 NC),"6' 2""",170 lbs.,"75""",Orthodox,20-Feb-84,4.35,44%,2.98,64%,0.72,44%,63%,0.2,http://www.fightmetric.com/fighter-details/4b47e71384a9522f
Tim Roman_,3/4/2000,"6' 1""",170 lbs.,--,,8-Jun-85,0.6,40%,2.4,40%,1,100%,16%,0,http://www.fightmetric.com/fighter-details/3b83fec860a45ca1
Blair Tugman_,10/6/2000,"6' 0""",135 lbs.,--,,--,2.25,53%,0.93,50%,7.5,60%,0%,0,http://www.fightmetric.com/fighter-details/63f8775391301891
Ketlen Vieira_Fenomeno,9-0-0,"5' 8""",135 lbs.,"68""",Orthodox,26-Aug-91,2.57,32%,3.59,59%,2.29,50%,90%,0.8,http://www.fightmetric.com/fighter-details/b9706f80d005036c
Jesse Ronson_The Body Snatcher,13-5-0,"5' 10""",155 lbs.,"70""",Southpaw,24-Dec-85,3.09,46%,2.73,59%,0.67,40%,61%,0.3,http://www.fightmetric.com/fighter-details/5580771f383e141f
Boston Salmon_Boom Boom,5/1/2000,"5' 9""",135 lbs.,"69""",Southpaw,20-Nov-90,4.07,35%,7.33,62%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/98e946879ba20c0f
Andy Enz_Lionheart,8/3/2000,"6' 3""",185 lbs.,"78""",Orthodox,15-Aug-91,3.51,23%,5.32,57%,0,0%,58%,0,http://www.fightmetric.com/fighter-details/993d385f5a475375
Gina Mazany_Danger,5/1/2000,"5' 6""",135 lbs.,"68""",Southpaw,19-Aug-88,2.34,56%,1.79,55%,4.62,71%,25%,0,http://www.fightmetric.com/fighter-details/016a8d958883167c
Emmanuel Sanchez_El Matador,15-3-0,"5' 9""",145 lbs.,"71""",,11-Aug-90,4.45,35%,4.17,55%,0.25,6%,16%,0.5,http://www.fightmetric.com/fighter-details/243a336eaa2d2eb4
Brandon Michaels_,1/4/2000,"5' 9""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f5e4ce11afbdfb61
Josh Bryant_The Beast,12/1/2000,"5' 10""",185 lbs.,--,Orthodox,23-Apr-80,1.1,20%,6.1,43%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/01f022fa494188e2
Derrick Burnsed_,8/2/2003,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2213330f082f82d5
Kyle Sturgeon_,0-1-0,"6' 3""",225 lbs.,--,Switch,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/d30415ec5e8783cd
Harry Moskowitz_Dirty,6/12/2000,"6' 5""",275 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/4dc496aa0cfc0d95
Chris Wright_,5/1/2001,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/7182146226dabe22
Dan Cramer_,7/3/2000,"6' 2""",170 lbs.,--,Orthodox,31-Oct-85,0.97,30%,2.1,31%,0,0%,66%,0.5,http://www.fightmetric.com/fighter-details/480b702debcb5433
Sean Pierson_The Punisher,14-6-0,"6' 0""",170 lbs.,"76""",Southpaw,10-Mar-76,3.84,39%,3.73,64%,0.39,18%,66%,0.4,http://www.fightmetric.com/fighter-details/0d506315895efffc
Naoyuki Kotani_,33-13-7,"5' 8""",155 lbs.,"66""",Southpaw,8-Dec-81,1.02,31%,2.89,50%,0.83,16%,46%,0.8,http://www.fightmetric.com/fighter-details/bc8f6b42767e28df
Dakota Cochrane_,29-12-0,"5' 8""",155 lbs.,--,,1-May-86,2.66,75%,2.66,30%,4.43,33%,0%,0,http://www.fightmetric.com/fighter-details/8fa7e0bc052185ce
Antonio Schembri_Nino,5/5/2000,"5' 9""",205 lbs.,--,Orthodox,1-Jun-74,0.72,26%,2.12,55%,1.31,40%,0%,0.4,http://www.fightmetric.com/fighter-details/a3244e3238541482
Edgar Cardenas_Kitty Katt,3/1/2000,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/99a86b134dccc166
Cleber Luciano_,14-6-0,"5' 6""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/9bdebbf2735d14c2
Nick Sperling_,3/4/2000,--,135 lbs.,--,,--,1.4,25%,1.4,66%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/7d68f3bec89e08ec
Edson Silva_Paredao,7-8-0 (1 NC),--,205 lbs.,--,Orthodox,--,2.69,14%,5.37,50%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a1153013cb5f628f
Aurelijus Kerpe_,11/16/2000,--,--,--,Orthodox,--,1.26,16%,8.21,31%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/c1e4ae143cce7398
Randy Couture_The Natural,19-11-0,"6' 1""",205 lbs.,"75""",Orthodox,22-Jun-63,2.85,57%,1.53,59%,2.78,46%,58%,0.5,http://www.fightmetric.com/fighter-details/0aa92558424ced9e
Nathan Coy_Soulforce,15-7-0,"5' 10""",170 lbs.,"69""",Southpaw,24-Jul-78,3.88,52%,2.4,61%,3.17,47%,50%,0,http://www.fightmetric.com/fighter-details/15ec018d144710db
Steve Steinbeiss_The Hooligan,7/4/2000,"6' 3""",185 lbs.,"75""",Orthodox,5-May-81,3.92,55%,1.86,49%,0.44,50%,58%,0,http://www.fightmetric.com/fighter-details/0b5b6876c2a4723f
Alexandre Barros_Baixinho,18-8-0,"5' 9""",170 lbs.,--,Southpaw,19-Nov-76,0.98,40%,4.05,36%,1.84,50%,100%,0,http://www.fightmetric.com/fighter-details/8fd1f27e86661ede
Michael Bravo_,7/4/2000,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/dc63542668295c23
Dante Rivera_,15-6-0,"6' 1""",185 lbs.,--,Southpaw,8-Dec-74,2.27,53%,4,25%,0,0%,16%,0,http://www.fightmetric.com/fighter-details/288aaa8f82040e02
Sean Daugherty_,0-2-0,"6' 0""",175 lbs.,--,,4-Dec-75,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a683f9ddb70aa4bd
Jeremiah Riggs_,7/5/2000,"6' 0""",185 lbs.,--,,17-Dec-82,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f1a9ad7485e5024a
Brad Tavares_,16-5-0,"6' 1""",185 lbs.,"74""",Orthodox,21-Dec-87,3.15,42%,2.51,56%,1.16,32%,76%,0,http://www.fightmetric.com/fighter-details/0c6d9ea8306c029e
Nick Rossborough_Leatherface,20-15-1,"6' 5""",205 lbs.,--,,18-Nov-81,2.8,35%,4.33,35%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/ff3a915256b899c0
Maiju Kujala_,6/3/2000,--,135 lbs.,--,,--,2.5,40%,5.5,36%,0,0%,50%,0,http://www.fightmetric.com/fighter-details/4e77d070239699e2
Kazuki Tokudome_,12/6/2001,"5' 11""",155 lbs.,"73""",Southpaw,4-Mar-87,2.26,41%,3.63,53%,2,38%,78%,0,http://www.fightmetric.com/fighter-details/c4af2feb4b58bc3b
Yoshihisa Yamamoto_,14-24-1,"6' 2""",220 lbs.,--,Southpaw,4-Jul-70,1.65,38%,3.05,53%,1,20%,50%,0.6,http://www.fightmetric.com/fighter-details/eed2b71d77d95416
Rodney Wallace_Shonuff the Master,11/4/2001,"5' 9""",205 lbs.,"72""",Switch,21-Nov-81,1.13,46%,3.44,45%,6,54%,28%,1,http://www.fightmetric.com/fighter-details/b9415726dc3ec526
Alexandre Pantoja_The Cannibal,18-2-0,"5' 5""",125 lbs.,"67""",Orthodox,16-Apr-90,5.67,47%,4.14,58%,1.09,50%,71%,1.6,http://www.fightmetric.com/fighter-details/a0f0004aadf10b71
Lukasz Sajewski_Wookie,13-3-0,"5' 8""",155 lbs.,"71""",Orthodox,27-Nov-90,2.06,35%,3.88,57%,1.01,25%,66%,0,http://www.fightmetric.com/fighter-details/fb41432b622992a9
Ryan LaFlare_,13-2-0,"6' 1""",170 lbs.,"74""",Southpaw,1-Oct-83,3.02,38%,1.87,62%,2.46,50%,65%,0.2,http://www.fightmetric.com/fighter-details/4c7781da8c6cae93
Travis Johnson_,0-1-0,--,205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/443835675e8fc6ca
Mu Bae Choi_,9/4/2000,"6' 2""",230 lbs.,--,Orthodox,27-Jun-70,1.55,49%,3.65,44%,3.12,75%,60%,1,http://www.fightmetric.com/fighter-details/371a1c91b24dec2b
Misha Cirkunov_,13-4-0,"6' 3""",205 lbs.,"77""",Orthodox,27-Feb-87,4.53,51%,2.63,66%,4.44,56%,50%,1.5,http://www.fightmetric.com/fighter-details/67f272324a030d00
Luiz Dutra_Besouro,11/4/2001,"5' 11""",170 lbs.,"71""",Orthodox,6-May-82,3.92,50%,4.8,41%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/2153a7f8396a46cc
Kailin Curran_,4/6/2000,"5' 4""",115 lbs.,"65""",Orthodox,11-Apr-91,3.89,43%,4.75,53%,2,57%,61%,0.6,http://www.fightmetric.com/fighter-details/05b43e0ead3df345
Rani Yahya_,24-9-0 (1 NC),"5' 6""",135 lbs.,"67""",Orthodox,12-Sep-84,1.48,37%,1.55,49%,3.2,34%,23%,2.1,http://www.fightmetric.com/fighter-details/94527830000ab715
Tony Halme_,0-4-0,"6' 3""",300 lbs.,--,Orthodox,6-Jan-63,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/bad28b7b34f334de
Rose Namajunas_Thug,8/3/2000,"5' 5""",115 lbs.,"65""",Orthodox,29-Jun-92,3.56,45%,3.05,60%,2.9,60%,45%,1.2,http://www.fightmetric.com/fighter-details/47b63240018d5d86
Takayuki Okada_Giant Ochiai,3/3/2002,"6' 1""",290 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/32541eb5d12668b4
Antonio Carlos Junior_Cara de Sapato,10-2-0 (1 NC),"6' 2""",185 lbs.,"79""",Orthodox,16-Mar-90,1.89,43%,1.86,54%,3.77,46%,57%,1.1,http://www.fightmetric.com/fighter-details/52e76bb4b3e852f3
Cory Hendricks_,3/1/2000,"6' 3""",205 lbs.,--,,10-May-88,3.13,39%,4.07,42%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/9ab9912e0f8fa6d6
Nadia Kassem_187,5-0-0,"5' 5""",115 lbs.,"66""",Southpaw,15-Nov-95,3.47,49%,3,35%,0,0%,42%,6,http://www.fightmetric.com/fighter-details/6e7506127408aa9e
Ricky Turcios_Pretty,8/1/2000,"5' 9""",135 lbs.,"71""",Orthodox,5-Jun-93,7.33,37%,4.07,64%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/cd3d7e37ff2d679c
Igor Araujo_,25-8-0 (1 NC),"6' 1""",170 lbs.,"77""",Orthodox,6-Dec-80,1.52,42%,2.86,49%,0.86,15%,22%,0.6,http://www.fightmetric.com/fighter-details/dbea8c1cb327ab3d
Justin Scoggins_Tank,11/4/2000,"5' 7""",125 lbs.,"66""",Southpaw,2-May-92,3.81,53%,1.78,59%,4.02,65%,79%,0.5,http://www.fightmetric.com/fighter-details/9fa568ad2bf2cb0b
Arjan Bhullar_,7-0-0,"6' 1""",245 lbs.,"76""",Orthodox,13-May-86,1.6,48%,2.13,71%,1,100%,0%,0,http://www.fightmetric.com/fighter-details/7e511f8d842a109d
Bruno Carvalho_,6/2/2000,"5' 8""",154 lbs.,--,,7-Jun-82,0.6,45%,0.93,53%,0,0%,66%,4,http://www.fightmetric.com/fighter-details/456c02115efc4a01
Michael Diaz_,1/3/2000,--,260 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/5e7a48e469770615
Adrian Diaz_,11/4/2001,"5' 10""",145 lbs.,--,Southpaw,26-Apr-88,0.48,42%,3.84,51%,2.4,50%,0%,0,http://www.fightmetric.com/fighter-details/bfa8f263815cfa2e
Roger Hollett_The Hulk,13-5-0,"5' 11""",205 lbs.,"70""",Orthodox,8-Oct-78,1.83,47%,6.47,34%,1,28%,30%,0,http://www.fightmetric.com/fighter-details/27d65e9d0fba61ea
